author,number_titles,id
Umberto Castellani,2,17009
Paul Krause,2,17014
Reza Khodayi-mehr,2,17024
Jörg Widmer,2,17039
E. H. Mamdani,2,17044
Zhihua Xiong,2,17046
Zhonghui Hu,2,17050
Louis M. Gomez,2,17056
Heesang Lee,2,17072
Chen Peng,2,17089
Antonio G. García,2,17091
Kai Paetow,2,17098
Cristina Gómez,2,17101
Negar Mehr,2,17116
Caroline Kudla,2,17128
David H. Jones,2,17129
Azad Ghaffari,2,17130
Ivica Kopriva,2,17141
Amin Ramezanifar,2,17158
Rémi Munos,2,17159
Marco Caponigro,2,17162
Piotr Luszczek,2,17168
Nakjin Choi,2,17176
Sarang C. Joshi,2,17181
Luigi Cinque,2,17185
Surajit Chaudhuri,2,17186
Wojciech Fraczak,2,17187
Zhongkui Li,2,17197
Brian Magerko,2,17218
Alexandre L. Correa,2,17252
Thomas Bülow,2,17266
Daniel Torres,2,17267
J. R. de Souza,2,17273
Stuart K. Card,2,17276
Fuad M. Alkoot,2,17280
Adil Alpkocak,2,17283
Abhishek Dhama,2,17290
Syed Nasir Mehmood Shah,2,17292
Alexander Forster,2,17296
Stanley R. Petrick,2,17301
Hamid Krim,2,17305
Sara Pakzad,2,17317
Steven John Simon,2,17322
Vahida Attar,2,17332
Soomin Lee,2,17336
Glenn Simmons Iwerks,2,17341
Paul E. van der Vet,2,17343
Israel Martin-Escalona,2,17347
Anthony D. Joseph,2,17351
Vinod Kumar Agrawal,2,17359
Roberto Ranon,2,17362
Rubén S. Montero,2,17366
Sofia Dahl,2,17377
Ibtissam El Khayat,2,17378
Lutz Kettner,2,17389
Jacek Jelonek,2,17399
Shridhar G. Domanal,2,17407
Gerald M. Berns,2,17413
Thorsten Fiebig,2,17422
Umberto Nanni,2,17431
Hany E. Ramadan,2,17435
Abishek Thekkeyil Kunnath,2,17444
Heidar Pirzadeh,2,17455
Yang Ni,2,17463
Siby Abraham,2,17470
Kai Larsen,2,17472
Richa Singh,2,17485
Daniel E. Viassolo,2,17499
Hun Choi,2,17508
Dirk Stößel,2,17519
Alberto Díaz Esteban,2,17537
Philippe Robert,2,17539
Zhangang Lin,2,17548
Shaun H. Lee,2,17550
Alexandre C. B. Delbem,2,17557
Thorsten Ehm,2,17562
Eurico Carrapatoso,2,17568
Neungsoo Park,2,17597
Simone Martini,2,17603
Alexandros Paramythis,2,17605
Norbert Meyer,2,17607
Niraj Nandan,2,17609
Víctor J. Díaz,2,17620
Ernst J. Schuegraf,2,17637
Josep Maria Garrell i Guiu,2,17643
Malcolm C. Easton,2,17647
Alessandro Fava,2,17659
Efstathios Stamatatos,2,17661
Donghwan Lee,2,17662
Edward D. Lazowska,2,17678
Witold Charatonik,2,17704
Julia A. Britt,2,17708
J. H. M. Lee,2,17713
Weiwei Hu,2,17714
Xiaohua Zhang,2,17717
Beongku An,2,17720
Lawrence G. Roberts,2,17733
J. Ignacio Alvarez-Hamelin,2,17737
Srdan Krstic,2,17738
Bogju Lee,2,17745
L. Sashkin,2,17752
Hui Lei,2,17763
Der-Rong Din,2,17766
Konrad J. Kulikowski,2,17776
Victor Larios-Rosillo,2,17793
Hans-Ulrich Kobialka,2,17815
Mikhail Atallah,2,17816
Jesal Bhuta,2,17824
Derong Liu,2,17827
Liam O'Brien,2,17829
Francesco Lo Presti,2,17831
Robert M. O'Keefe,2,17834
Shaofeng Wang,2,17850
Oliver Meyer,2,17860
Robbert Voorhoeve,2,17861
Lawrence Cheng,2,17872
Ernst G. Ulrich,2,17873
Alexander L. Fradkov,2,17875
Pratik Kumar,2,17882
Olga Casals,2,17883
Brian B. Avants,2,17886
Amitava Nag,2,17889
Juan Antonio Xiol Ríos,2,17894
Damien Pous,2,17896
Antonios Thanailakis,2,17908
Stefan Bussmann,2,17918
Vernon J. Richardson,2,17927
Rose Dieng-Kuntz,2,17931
Byeungwoo Jeon,2,17932
James B. Saxe,2,17933
Krzysztof Nowiński,2,17935
Brian King,2,17963
Zheren Ma,2,17973
William Foster,2,17986
Botond Kádár,2,17998
Kenneth R. Fleischmann,2,18003
Robert S. Ledley,2,18006
Daniel J. Scheeres,2,18022
Roger B. Dannenberg,2,18027
Cristen Torrey,2,18063
James A. Muir,2,18064
Giuseppe Amato,2,18067
Mamta Rani,2,18093
Jing Feng,2,18096
Henrique Mongelli,2,18101
Tetsuya Sakurai,2,18108
Sumanta Hati,2,18123
Mika Hirvensalo,2,18128
Wuwei Shen,2,18134
Christine Hofmeister,2,18153
Jianfeng Wang,2,18167
Marco Pötke,2,18198
Akhilesh Chandra,2,18199
Heonshik Shin,2,18218
Olaf Spinczyk,2,18226
Toshihiro Nishioka,2,18229
Daria A. Chacón,2,18242
Michael Goul,2,18243
Charles Song,2,18250
Yu Nie,2,18252
Jin Young Choi,2,18253
Juanjuan Xu,2,18254
S. Geetha,2,18261
Alba Cristina Magalhaes Alves de Melo,2,18264
Walter Kellermann,2,18266
Jae-Young Kim,2,18267
Fergus Toolan,2,18290
Thomas Brinkhoff,2,18306
Paolo Falcarin,2,18312
Ichi Takumi,2,18316
Alessio Malizia,2,18317
J. Emilio Rojo,2,18322
David T Hoelzer,2,18331
Petros Koumoutsakos,2,18345
Thorsten Schmitt,2,18346
Said Mammar,2,18349
Isabel F. Cruz,2,18350
Michael A. Bender,2,18352
John K. Antonio,2,18360
Nan Gao,2,18365
Martin Müller,2,18368
Hong-Gyoo Sohn,2,18370
Xindong Wu,2,18378
Junjie Chen,2,18381
Matthew J. Hawthorne,2,18389
Piyush P. Kurur,2,18400
James Kapinski,2,18401
A. K. Kotov,2,18408
Shuai Liu,2,18409
Chi-Hung Tzeng,2,18419
Piotr Nowakowski,2,18422
Linhao Xu,2,18431
Masaharu Tadauchi,2,18436
Giuseppe Serazzi,2,18439
Giuseppe Riva,2,18447
Moshe Porat,2,18452
Jiashu Zhang,2,18453
Anita Garvert,2,18459
Ki-Joune Li,2,18462
Young-Ju Kim,2,18467
Kristofer Kimbler,2,18475
Ohanes Dadian,2,18481
Tegegne Marew,2,18483
Enrique Baeyens,2,18502
Gideon Ehrlich,2,18503
Efstratios Gallopoulos,2,18509
Dengyong Zhou,2,18514
Ashok Malhotra,2,18520
Slobodan Vucetic,2,18525
Chikara Furusawa,2,18526
Sissades Tongsima,2,18533
Demetres D. Kouvatsos,2,18540
César Montes,2,18543
Yonggang Pang,2,18553
Hongming Zhang,2,18590
John T. O'Donnell,2,18591
Chia-Wen Chang,2,18601
Dorgham Sisalem,2,18603
Ed H. Chi,2,18608
José L. Sánchez 0002,2,18609
Sachin Kulkarni,2,18616
Hamid Mcheick,2,18622
Luci Pirmez,2,18626
François Fouss,2,18627
Silvia Bonfanti,2,18630
Yannick Prié,2,18643
David Cronk,2,18656
Michal Irani,2,18661
Jian-Jun Qi,2,18662
Mayank Baranwal,2,18671
Denis Trystram,2,18679
Michael N. Vrahatis,2,18696
Peter Triantafillou,2,18698
Stephen Krawczyk,2,18700
Tak Wah Lam,2,18707
David G. Mitchell,2,18711
Li Qi,2,18713
Fernando Gehm Moraes,2,18718
Wolfgang Bibel,2,18733
Bettina Krammer,2,18738
Takashi Masuda,2,18755
Aynur Abdurazik,2,18761
Ricardo Vilalta,2,18780
Michael J. Higgins,2,18788
Donald J. Chmielewski,2,18790
Michelle Purcell,2,18796
Álvaro Herrero,2,18802
Jem Rashbass,2,18810
Sanjiv Kapoor,2,18811
Sameh El-Ansary,2,18839
Alain Daurat,2,18843
Stephen Hailes,2,18845
Joyce J. Elam,2,18860
Julio Villena,2,18881
Aline Gouget,2,18888
Seok Joo Koh,2,18905
Kelvin Nilsen,2,18909
Ho Van Khuong,2,18913
Weimin Ma,2,18917
Ray Eaton,2,18932
Sjouke Mauw,2,18946
Shi-Min Hu,2,18951
Javier Vales-Alonso,2,18965
Gustavo Soares,2,18977
José M. Molina,2,18978
Henry M. Levy,2,18982
Wolfgang Gruber,2,18995
Lisa F. Rau,2,19002
Ian Couchman,2,19006
Jooyong Yi,2,19009
Abdullah A. Al-Shaher,2,19011
Yiping Ke,2,19027
Shoichi Hirose,2,19033
Richard C. Linger,2,19040
Jonathan P. Munson,2,19045
Jain Jang,2,19066
Anirudh Allam,2,19077
Oliver K. Smith,2,19104
Tamás Linder,2,19110
Rafael Llobet,2,19119
Benjamin C. Pierce,2,19126
Janez Zibert,2,19135
John Michalakes,2,19137
P. R. Kumar,2,19139
Babu M. Mehtre,2,19154
Irem Ozkarahan,2,19156
Javier Acevedo,2,19162
Ioannis T. Kassios,2,19166
Beatrice Meini,2,19173
Martin Becker,2,19178
France Mihelic,2,19179
Peter P. Groumpos,2,19190
Carlos Delgado-Mata,2,19211
Ray G. Adams,2,19219
Hristo Bojinov,2,19224
Susan L. Epstein,2,19241
Meiru Che,2,19246
Daniel Pack,2,19247
Seon Wook Kim,2,19250
Sushanta Biswas,2,19254
Gérard G. Medioni,2,19257
Sarah Mechhoud,2,19267
Percy S. Poon,2,19277
Eduardo Pinheiro,2,19280
Marina Samarotto,2,19292
T. John Brown,2,19298
Jukka Manner,2,19305
Mitsuru Tada,2,19318
Klaus Glanzer,2,19335
David Saff,2,19344
Zhilei Ren,2,19345
Wolfgang Strasser,2,19348
Foutse Khomh,2,19350
Ruben Garrido-Moctezuma,2,19354
Holger Claussen,2,19368
Jack Bates,2,19375
Hyun Seung Yang,2,19385
Antonio L. Lagarda,2,19390
Bernd Leplow,2,19391
Bongku Lee,2,19406
James Henderson,2,19428
Nicholas G. Martin,2,19438
Vikrant Bhateja,2,19439
Niall Cameron,2,19443
Yang Cui,2,19447
Rayna Georgieva,2,19464
Pedro M. Domingos,2,19472
Zafer Bingul,2,19499
Sheng Huang,2,19503
Ken Deeter,2,19509
Arkalgud Ramaprasad,2,19512
Thomas H. Bredt,2,19514
Vedran Podobnik,2,19519
S. R. Mahadeva Prasanna,2,19526
Gildas Avoine,2,19528
Kiranchand V. Bobba,2,19541
Xiaodan Zhang,2,19546
Tai-Myung Chung,2,19550
Henryk Maciejewski,2,19561
Huaizhong Lin,2,19562
Bernd Gärtner,2,19569
Giorgio Brajnik,2,19585
Chad M. Cumby,2,19592
Raquel Benbunan-Fich,2,19596
David R. Harris,2,19603
Maosong Sun,2,19614
Rodolfo A. Pazos,2,19617
János Karátson,2,19641
Neil Hernández-Gress,2,19647
S. Radha,2,19695
Teodora Mitkova,2,19710
Irina Dumitrescu,2,19716
Antonis Panagakis,2,19733
Bixin Li,2,19736
Wei-Chiang Hong,2,19746
Yuanxiang Li,2,19761
Oren Glickman,2,19772
Simone Röttger,2,19773
Andreas Scharf,2,19774
Alfredo Tirado-Ramos,2,19776
Leonardo Lesmo,2,19779
Juan J. Cuadrado,2,19790
Riccardo Guidotti,2,19794
Yongzhao Zhan,2,19801
Johannes Koch,2,19826
António Abelha,2,19843
Jihui Zhang,2,19847
Pedro Merino,2,19857
Farhad Farokhi,2,19876
Henrique Andrade,2,19880
Robert S. Matthews,2,19883
Mohammad Reza Davoodi,2,19891
Yiannis Cotronis,2,19901
Haofeng Zhou,2,19904
Andrey B. Andreev,2,19910
Vinícius Jacques Garcia,2,19912
Jens Bæk Jørgensen,2,19913
Shumin Zhai,2,19914
Frédéric Magniez,2,19915
Jim Spohrer,2,19928
Umakishore Ramachandran,2,19931
Hong-Fei Teng,2,19933
Jonathan A. Muse,2,19938
Moon Jung Chung,2,19947
Amaury Hazan,2,19951
Fabrizio Dabbene,2,19962
Fèlix Saltor,2,19975
Michael Goldsmith,2,19976
Han Rauwerda,2,19986
Juliana Freire,2,20001
Christopher J. James,2,20002
Huidong Jin,2,20008
Ester M. Garzón,2,20010
Martin Molina,2,20041
Apostolos Topalis,2,20044
Jurek Czyzowicz,2,20071
Alberto Barbosa Raposo,2,20072
Digvijay Singh,2,20074
Flávia Coimbra Delicato,2,20077
Luis M. Laita,2,20091
Ronghuai Huang,2,20098
Dhrubajyoti Goswami,2,20102
Xishun Zhao,2,20111
Bernhard Pfahringer,2,20118
John O. Pliam,2,20124
Janos Vegh,2,20128
Show-Jane Yen,2,20139
Larry J. Stockmeyer,2,20140
Marek Prochazka,2,20141
Philippe Salembier,2,20150
Merouane Debbah,2,20157
Lucy A. D. Lockwood,2,20168
Sorin Lerner,2,20195
Anke Dittmar,2,20203
Hejia Pan,2,20208
Zheng Qu,2,20209
Richard Sharp,2,20220
Dae Hyun Yum,2,20229
Radosław Katarzyniak,2,20240
Tijl De Bie,2,20253
Guillaume Bonfante,2,20257
Roberto Serra,2,20265
Hans Vangheluwe,2,20269
Daniel C. Kilper,2,20270
Shaur-Uei Yan,2,20275
Jan Gerben Wijnstra,2,20315
Gang Xie,2,20330
Joost J. P. Schalken,2,20340
Camino R. Vela,2,20350
Patrick S. P. Wang,2,20358
Lifang Xu,2,20378
John T. Nosek,2,20381
Sanjay E. Sarma,2,20384
Gert Brettlecker,2,20393
Simon Goss,2,20401
Gianni Vercelli,2,20412
Yonit Kesten,2,20425
Marco A. S. Mangan,2,20439
Shaoqian Wang,2,20450
Víctor M. Gulías,2,20463
Stuart J. Russell,2,20470
Robin D. Burke,2,20484
Fabrizio Vacca,2,20515
Nader Bagherzadeh,2,20517
Amit Prakash Singh,2,20553
Alfredo Petrosino,2,20564
Alessio Cardaci,2,20566
Kimmo Kettunen,2,20569
Eunsil Lee,2,20581
Kris De Meyer,2,20585
Vangelis Karkaletsis,2,20587
Chin-Wen Ho,2,20593
Helmut Schwamborn,2,20599
Carolyn L. Talcott,2,20605
Mohammad Reza Daliri,2,20615
Joana Lúcio Paulo,2,20639
Richard A. Becker,2,20652
Hendrik Richter,2,20664
Tomasz Olas,2,20688
Martin Rajman,2,20707
Shane Greenstein,2,20708
Ye-Kui Wang,2,20759
Sanjoy Dey,2,20761
Ahmad Akbari,2,20763
Marshall D. Abrams,2,20764
Dirk Hamann,2,20790
Jorge Graña,2,20806
Jason Crampton,2,20814
Chang-Hyun Kim,2,20822
Manuel Barbosa,2,20823
Luciano Lenzini,2,20825
Vinod Pathari,2,20830
Harhsinder Singh,2,20831
Katja Kevic,2,20835
Alberto Muñoz,2,20866
Hiroki Arimura,2,20872
Robert V. Kenyon,2,20884
Kenneth A. Kozar,2,20885
Jens-Rainer Ohm,2,20892
Yannick Le Moullec,2,20898
Gangshan Wu,2,20900
Kenjiro Cho,2,20902
Patrizia Paggio,2,20947
Ki-won Song,2,20952
Shimon Even,2,20963
Gerhard Trippen,2,20968
Hanseok Ko,2,20997
Paul Jones,2,21009
Kenneth C. Sevcik,2,21021
Mauro Conti,2,21023
Matti Aksela,2,21027
Alastair Dunsmore,2,21030
Jian Xu,2,21066
Kazuyuki Shima,2,21083
Francesca Saglietti,2,21102
Raphael Overbeck,2,21139
Eric Paquet,2,21149
Robert J. Gaizauskas,2,21150
Xianghua Xu,2,21161
Young-Wook Cha,2,21166
Alexandre David,2,21194
Yoshikatsu Fujita,2,21196
Falko Bause,2,21200
Igor S. Nekrestyanov,2,21214
Tak-Shing Peter Yum,2,21219
Zhiyun Lin,2,21238
Germain Garcia,2,21248
Hongbin Zha,2,21250
Yuma Yazaki,2,21255
Juan A. Botía,2,21261
Aobing Sun,2,21280
Kapil Vaswani,2,21281
Anthony Bonato,2,21289
P. Ritrovato,2,21295
Hernâni Pedroso,2,21382
Jiyin He,2,21387
Rangachar Kasturi,2,21416
Venkatesh Saligrama,2,21420
Zhi Guo,2,21421
H. S. Jamadagni,2,21424
Woojin Park,2,21450
Shuiguang Deng,2,21454
Jun Ueda,2,21474
Jie Tao,2,21494
David M. Hilbert,2,21498
Daniel Hoehener,2,21500
Daniel Kudenko,2,21510
Kazunori Yamaguchi,2,21518
Filippo Sorbello,2,21519
Maarten Wegdam,2,21533
Jan Maximilian Montenbruck,2,21548
Heesop Kim,2,21555
Hagai Thomas Attias,2,21556
U. N. Umesh,2,21565
Xinyu Sun,2,21609
Jeremias Sauceda,2,21620
Erik Reeber,2,21622
Michael D. Cohen,2,21632
Efthymios Alepis,2,21644
Gildas Besancon,2,21654
Francesco Curatelli,2,21665
G. Di Crescenzo,2,21681
Weida Zhou,2,21690
Gi Sook Jung,2,21691
Suteaki Shioya,2,21704
Adam Donlin,2,21724
Wolf Kienzle,2,21725
Junlin Xiong,2,21744
Maciej Komosinski,2,21782
Jian Ji,2,21806
Haibo Du,2,21809
Hendrik Van Brussel,2,21818
Frantisek Plasil,2,21819
David L. Phillips,2,21856
Kaifeng Dong,2,21863
Oliver Heckmann,2,21865
Ruwei Yun,2,21873
Marco Fumagalli,2,21889
John Murphy,2,21892
Giorgio De Michelis,2,21901
Rita R. Colwell,2,21906
Prabhleen Kaur,2,21923
Sergiy A. Vilkomir,2,21943
Shan Wang,2,21954
Geber Ramalho,2,21956
Louis Goubin,2,21959
Trang Dinh Dang,2,21961
Sven Heiberg,2,21974
Anna Beata Kwiatkowska,2,21985
Silvio Ghilardi,2,21988
Rick Zhang,2,22010
José Luis Gómez-Barroso,2,22011
Christos Kloukinas,2,22022
Mohamed Bourimi,2,22046
Wilson Naik Bhukya,2,22052
P. Bruce Berra,2,22060
Myungho Lee,2,22067
Xavier Devroey,2,22108
Huihua Zhao,2,22112
Mathieu Delalandre,2,22122
Jamal Daafouz,2,22152
Uwe Schöning,2,22162
Jan B. F. van Erp,2,22165
Matias Vierimaa,2,22169
Revathi Ravula,2,22186
Ingrid Schjølberg,2,22197
Lopamudra Roychoudhuri,2,22225
Vincent Kin Nang Lau,2,22228
Renzo Orsini,2,22232
David N. Ness,2,22237
Eric Rutten,2,22241
Zhenhua Duan,2,22244
William Humphrey,2,22296
Gil-Young Kong,2,22316
Shen Huang,2,22317
August-Wilhelm Scheer,2,22322
Roman Borisyuk,2,22334
Marek Karpinski,2,22347
Tieming Chen,2,22440
Kamarularifin Abd Jalil,2,22452
R. G. Loomis,2,22465
Gregory R. Ganger,2,22491
José M. Martínez,2,22498
Carl Gould,2,22510
Martin Andersson,2,22532
Faezeh Ensan,2,22535
Pedro Rangel Henriques,2,22556
P. H. S. Torr,2,22586
Sang Woong Lee,2,22593
Sally Jo Cunningham,2,22612
Larry Maccherone,2,22613
Wenjia Wang,2,22674
Markku Tukiainen,2,22679
Johannes Mezger,2,22686
Andrew C. Myers,2,22689
Tom-Michael Hesse,2,22710
Naijiang Lu,2,22716
James B. D. Joshi,2,22732
Shlomo Moran,2,22749
Paulo Morelato França,2,22760
David Mazières,2,22763
Chengjian Zheng,2,22824
Sarit Shwartz,2,22864
Rüdiger Valk,2,22867
Nancy Samaan,2,22897
Gregorio Díaz,2,22898
H. Kim,2,22900
Chris J. Myers,2,22908
Rasool Jalili,2,22913
Dong-Hoon Cho,2,22942
Phillip Lee,2,22950
Chuzo Iwamoto,2,22967
Maciej Patan,2,22973
Catherine Dubois,2,22989
Zhenbang Chen,2,23037
Fernando Berzal,2,23047
Xiuling Xu,2,23058
Diptadeep Addy,2,23072
V. S. Anil Kumar,2,23130
Roberto Genna,2,23176
Koeng-Mo Sung,2,23202
Lihui Wang,2,23233
Qiaoyan Wen,2,23276
Florian Becker,2,23356
Filippo Bonchi,2,23384
Stephen E. Reichenbach,2,23396
Thomas P. Prescott,2,23410
Steven She,2,23434
Maurizio Lenzerini,2,23484
Ki-Sang Hong,2,23489
Dimitri Papadimitriou,2,23504
Frédéric Devernay,2,23526
Liu Liu,2,23643
Zhi Li,2,23676
Alessandro Margara,2,23681
Akinori Kawachi,2,23728
Charilaos A. Tsetsekas,2,23801
Sudipta Dey,2,23927
Richard L. Stevens,2,23952
Erik Maehle,2,24002
R. J. Cunningham,2,24039
Barry Dwolatzky,2,24045
Kunihiko Kaneko,2,24108
James Cussens,2,24189
Angelos N. Rouskas,2,24220
Lenwood S. Heath,2,24268
Songhe Feng,2,24306
Harrick M. Vin,2,24348
Raghunathan Rengaswamy,2,24428
Christian von der Weth,2,24467
Jun Park,2,24477
Luca Roversi,2,24540
Tarun Kumar Juluru,2,24556
Jesús M. Pérez,2,24596
Geraldine Fitzpatrick,2,24703
Gang Yu,2,24765
J. S. Hutchison,2,24793
Robert Kelly,2,24853
Riikka Susitaival,2,24913
Johanna Antila,2,25050
Gilles Aubert,2,25095
Emiliano Tramontana,2,25123
R. Paul Wiegand,2,25152
Gerhard Schneider,2,25190
Arianit Kurti,2,25251
Richard Oberdieck,2,25291
Alexander Maximov,2,25347
Hosein Mahjoubi,2,25350
Topi Mäenpää,2,25354
Reishi Yokomori,2,25357
M. Julius Hossain,2,25370
Omar Bahy Badreddin,2,25392
Guodong Li,2,25396
Mohamed Abdel-Mottaleb,2,25398
Hans Butler,2,25403
Tyson Condie,2,25408
Niek J. E. Wijngaards,2,25413
Steffen Rothkugel,2,25420
Jianxiao Zou,2,25422
Igor Zwir,2,25423
Kevin M. Passino,2,25424
Natasha Alechina,2,25426
K. G. Srinivasa,2,25428
Francisco José Alfaro,2,25431
C. del Val,2,25433
Eric Liu,2,25440
Mark Woodman,2,25443
Greg Bronevetsky,2,25444
Dzung T. Phan,2,25453
Fernando Cerdan,2,25458
Stefano Panzieri,2,25459
Sven Schewe,2,25463
Karun N. Biyani,2,25475
Bruce D. Shriver,2,25478
Aditya Agarwal,2,25483
Raghavan Rama,2,25485
Song-Hee Yi,2,25486
Yuh-Jzer Joung,2,25491
Alasdair Urquhart,2,25500
Oleksii Kononenko,2,25503
Suliman Al-Hawamdeh,2,25505
Sandeep Kaur Kingra,2,25506
Junfa Liu,2,25508
Alba Amato,2,25511
Leonid A. Kalinichenko,2,25512
Toshiyuki Shimizu,2,25515
Stephan Koch,2,25517
Tommaso Toffoli,2,25528
Eyal de Lara,2,25529
Jaeho Lee,2,25545
Paolo Ciaccia,2,25546
K. S. May Chan,2,25549
Jia Li,2,25554
Arun K. Somani,2,25558
Eero Hyvönen,2,25559
Steve Ulrich,2,25568
Sébastien Cahon,2,25573
Jonathan E. Rowe,2,25576
Eva Zacekova,2,25580
Sofiya Ivanovska,2,25585
Gopal Datt Joshi,2,25606
Girija Chetty,2,25607
Kay M. Stanney,2,25611
Lorenzo Martignoni,2,25615
Débora Maria Barroso Paiva,2,25617
Daniel J. Lasser,2,25618
Lucia Draque Penso,2,25619
Rajeev Sharma,2,25632
Bart Steyaert,2,25635
Dipankar Das,2,25640
H. N. Cantrell,2,25641
Frank Hillebrandt,2,25643
Ian H. Jermyn,2,25644
Jun Xiao,2,25648
Michiharu Maeda,2,25670
Ting Liu,2,25673
Pablo Ñañez,2,25681
Andrew L. King,2,25684
Qishi Wu,2,25686
Michel Riveill,2,25687
Carlo L. Bottasso,2,25688
Takahiro Kawamura,2,25690
Peter Heimann,2,25700
Marcel Böhme,2,25710
Francesca Levi,2,25720
Constanze Vorwerg,2,25722
Berthold Reinwald,2,25723
David S. Munro,2,25742
Mario Tokoro,2,25746
Csaba Veres,2,25748
Zhongxuan Liu,2,25760
Sabri Pllana,2,25770
Kailash Shaw,2,25773
Timothy O ' Sullivan,2,25781
Jacob Uecker,2,25789
Chris Vandervelpen,2,25802
Emilio Soria-Olivas,2,25803
Teiji Kitajima,2,25808
Felip Manyà,2,25812
Inah Omoronyia,2,25813
Tomokazu Sato,2,25822
Maurice Mulvenna,2,25825
Jeoung-Nae Choi,2,25832
Dimitris Achlioptas,2,25835
Geert Jan Schrijen,2,25839
Kan Zheng,2,25843
Luigi Fratta,2,25845
P. Van Mieghem,2,25847
Peter Sturm,2,25849
Almuatazbellah M. Boker,2,25853
Andrea Schweer,2,25854
Valentino Razza,2,25856
Luis delaOssa,2,25864
Shuichi Adachi,2,25867
Werasak Kurutach,2,25870
Pushmeet Kohli,2,25874
Pietro Leo,2,25879
Karl Krukow,2,25882
Angelo Ciaramella,2,25883
Wentao Zhang,2,25890
Ruth Raventós,2,25894
Kwangsu Cho,2,25897
Matias Madou,2,25899
Robert Cooley,2,25912
Sung Yul Rhew,2,25916
Ulf Brefeld,2,25918
John C. Mitchell,2,25931
Bernhard Preim,2,25935
Anssi Mikael Yli-Jyrä,2,25936
Víctor Torres,2,25943
Yung-Chen Chou,2,25944
Nobuo Saito,2,25948
Nazlı Demir,2,25956
Thomas Sauer,2,25961
Bo Markussen,2,25972
Tomohiro Shigenobu,2,25980
Deborah K. Smith,2,25984
Tiberiu Seceleanu,2,25987
Paul Molitor,2,25990
Hardeep Singh,2,26007
Kjell Wooding,2,26009
Kenneth R. Anderson,2,26018
Graham C. Goodwin,2,26020
Johan Sanneblad,2,26037
Ozgul Unal,2,26041
Robert J. Ross,2,26043
Joris Klerkx,2,26047
Bojun Yan,2,26054
Zheng Pei,2,26055
Daniel G. Shapiro,2,26056
Anil Aswani,2,26057
Stephen D. Patek,2,26061
Shashank Srivastava,2,26071
Takehisa Yairi,2,26079
M. Melis,2,26083
Lin Shi,2,26087
Mariano Belaunde,2,26090
Ranjan Sinha,2,26093
Kim Henrick,2,26108
Adnan Khashman,2,26115
Vittorio Gallese,2,26116
Lalitha Devarakonda,2,26117
Haihong Hu,2,26121
Thomas J. Misa,2,26125
Foyzul Hassan,2,26126
Jaewoo Kang,2,26129
R. Martinez,2,26130
Simon Shiu,2,26141
James E. Rumbaugh,2,26145
Ulrike Prange,2,26150
Dario Maggiorini,2,26160
Peter T. Popov,2,26163
Hongxing He,2,26174
Naima Ait Oufroukh,2,26191
Ryan F. Schkoda,2,26197
Maninder Singh,2,26201
Manuel M. T. Chakravarty,2,26207
Sergey Vichik,2,26211
Graham Morgan,2,26220
King Hong Cheung,2,26227
Nelson Sepúlveda,2,26229
Cynthia B. Pérez,2,26230
Th. Lippert,2,26238
Dipankar Sarkar,2,26242
Charles R. Blair,2,26245
Seth Holloway,2,26247
Chris C. Kirkham,2,26249
Elliot B. Koffman,2,26250
Howard D. Wactlar,2,26252
Margret Gross-Hardt,2,26253
Roozbeh Farahbod,2,26260
Minyue Fu,2,26274
Robert R. Korfhage,2,26275
Rajat Goel,2,26277
Petroula Tsampouka,2,26283
Ji-Hyun Lee,2,26291
Damien Octeau,2,26294
Yan-Qing Zhang,2,26298
Krishnan Srinivasarengan,2,26299
Dong Ho Cho,2,26303
Gregor von Laszewski,2,26311
Yakup Genc,2,26323
Haotian Zhang,2,26334
Dang-Quan Nguyen,2,26346
Frank Keenan,2,26348
Malcolm Munro,2,26353
Henri Hansen,2,26376
Hamid Pirahesh,2,26379
Marion Blount,2,26387
William Sims Bainbridge,2,26401
Matthieu Finiasz,2,26409
Juraj Hromkovič,2,26410
Michael Kraus,2,26412
Mohamed El-Attar,2,26414
Seba Maity,2,26422
Arne Brutschy,2,26425
Richard Královič,2,26429
Eduard H. Hovy,2,26434
Ingrid Biehl,2,26437
Daniel Fredouille,2,26438
Nikolai Mansurov,2,26442
Elisa Yumi Nakagawa,2,26444
Yogesh Singh,2,26445
Vamshi Krishna Konishetty,2,26453
M. Carmen Suárez-Figueroa,2,26457
Johann Großschädl,2,26465
Markus Bylund,2,26472
Emiliano D'Agostino,2,26475
Young-Kwang Nam,2,26481
Sandy Weininger,2,26485
Claude Jard,2,26488
Rafael Fierro,2,26496
Rien Quirynen,2,26501
Chang Tan,2,26523
Shuyan Ji,2,26529
Daniel Teichroew,2,26537
Josef Sivic,2,26542
João Carlos Basilio,2,26544
Paulvanna Nayaki Marimuthu,2,26561
Nong Xiao,2,26565
David Kawrykow,2,26567
Francesco Quaglia,2,26572
Tse-Hsun Chen,2,26577
Nanette Brown,2,26578
Vijay Krishna Menon,2,26596
Valentín Valero,2,26600
Matti Tedre,2,26613
Jian-Wu Xu,2,26617
Lili Wang,2,26618
Francisca Rosique,2,26622
Luigi Pagliarini,2,26641
Demissie B. Aredo,2,26644
Ming-Yen Lin,2,26645
Mitsuo Gen,2,26651
Jürgen Dix,2,26666
Gillian M. Hayes,2,26692
Thomas Hanne,2,26693
Nicolas Mansard,2,26694
